Name,Price,Stars,Score,SpokenLanguages,Reviews,Location,Sparkling clean,NewlyBuilt,ExcellentView,Check In 24/7,AirportTransfer,Front Desk,Valet Parking,Free WiFi In All Rooms,Swimming Pool,Bar,Coffee,DailyHousekeeping,Golf,Kids club,Booked today,Real Guest Cleanlines Score,Real Guest Facilities Score,Real Guest Location Score,Real Guest Service Score,Real Guest Value for money Score,Origin
Travelodge Sukhumvit 11 [Bangkok],138,3.0,8.5,"English, Thai",2878,"30/9-10 Sukhumvit Soi 11 Khlong Toey Nue, Watthana, Bangkok, Sukhumvit, Bangkok, Thailand, 10110",0,0,0,1,1,1,1,1,0,1,1,1,0,0,15.0,8.9,8.3,8.4,8.8,8.7,Bangkok
Ramada By Wyndham Bangkok Sukhumvit 87,210,4.0,8.6,"English, Thai",278,"9 Soi Sukhumvit 87, Sukhumvit Road Bangchak Sub District, Phra Khanong District, Sukhumvit, Bangkok, Thailand, 10260",1,0,0,0,1,1,0,1,1,1,1,1,0,0,10.0,9.2,8.5,8.5,8.7,8.9,Bangkok
Eastin Grand Hotel Sathorn (SHA Extra Plus),347,5.0,9.1,"English, Chinese [Mandarin], Korean, Lao, Thai",10424,"33/1 South Sathorn Road, Yannawa, Sathorn, Bangkok, Thailand, 10120",1,0,0,0,1,1,1,1,1,1,1,1,1,0,43.0,9.3,9.0,9.1,8.9,9.2,Bangkok
Maduzi Hotel (SHA Plus+),343,5.0,8.9,"English, Thai",2780,"9/1 (The alley of Soi Sukhumvit 16), Ratchadaphisek Road, Sukhumvit, Bangkok, Thailand, 10110",1,0,0,1,1,1,0,1,1,1,1,1,0,0,0.0,9.2,8.4,9.1,9.2,9.1,Bangkok
SKYVIEW Hotel Bangkok (SHA Extra Plus),82,5.0,8.8,"English, Chinese [Mandarin], French, German, Thai",7570,"12 Sukhumvit Soi 24 Klongton, Klongtoey near BTS Prompong, Sukhumvit, Bangkok, Thailand, 10110",1,0,0,1,0,1,1,1,1,1,1,1,0,0,21.0,9.0,8.5,9.3,8.7,8.5,Bangkok
The Quarter Hualamphong by UHG (SHA Plus+),129,4.0,8.4,"English, Chinese [Mandarin], Thai",8738,"23/34-35 Trimitr Road Taladnoy, China Town, Bangkok, Thailand, 10100",0,0,1,1,1,1,0,1,0,1,1,1,0,0,28.0,8.5,8.3,8.9,8.6,8.5,Bangkok
Bangkok Inter Place Hotel,55,4.0,7.8,"English, Thai",1037,"118/92 Ramkhamhaeng24 Rd,. Huamark, Bangkapi, Ramkhamhaeng, Bangkok, Thailand, 10240",0,0,0,1,0,1,0,1,0,1,1,1,0,0,21.0,7.7,7.6,8.1,7.5,8.1,Bangkok
The Quarter Phromphong by UHG (SHA Plus+),142,4.0,8.6,"English, Filipino, Thai",5130,"31 Soi Sukhumvit 31, Khlong Toei Nuea, Watthana,, Sukhumvit, Bangkok, Thailand, 10110",0,0,0,1,1,1,0,1,0,0,1,1,1,0,16.0,9.0,8.6,8.5,9.0,8.9,Bangkok
Patra Boutique Hotel,107,3.5,8.1,"English, Thai",5271,"74 Soi Juladit ( Soi Sangkarn ), Petchaburi road, Payatai, Ratchatawi 10400, Pratunam, Bangkok, Thailand, 10400",0,0,0,1,1,1,0,1,0,0,1,1,0,0,23.0,8.3,7.5,8.5,8.2,8.3,Bangkok
Novotel Suites Bangkok Sukhumvit 39,213,4.0,7.9,"English, Thai",1822,"5/9 Soi Phrom Si 1 Sukhumvit 39 Khwaeng Khlong Tan Nuea, Sukhumvit, Bangkok, Thailand, 10110",0,0,0,0,0,1,0,1,1,0,1,1,0,0,9.0,8.2,7.7,7.6,8.1,8.1,Bangkok
Citrus Suites Sukhumvit 6 by Compass Hospitality,217,4.0,8.6,"English, Thai",2646,"25/1 Sukhumvit 6, Sukhumvit, Bangkok, Thailand, 10110",0,0,0,1,1,1,0,1,1,1,1,1,0,0,7.0,8.9,8.2,8.7,8.8,8.6,Bangkok
The Quarter Ari by UHG (SHA Plus+),220,4.0,8.9,"English, Burmese, Chinese [Mandarin], Filipino, Thai",9691,"428 Soi Phahonyothin 10, Phahonyothin Road, Phayathai Samsen Nai, Chatuchak, Bangkok, Thailand, 10400",1,0,0,1,1,1,0,1,1,1,1,1,1,0,27.0,9.1,9.0,8.9,8.9,9.1,Bangkok
S33 Compact Sukhumvit Hotel (SHA Extra Plus),121,3.0,8.0,"English, Thai",5000,"9/10-14, Soi Sukhumvit 33, Klongtoey-Nua, Wattana, Sukhumvit, Bangkok, Thailand, 10110",0,0,0,0,1,1,0,1,0,1,1,1,0,0,18.0,8.4,7.5,8.1,8.1,8.3,Bangkok
Bangkok Hotel Lotus Sukhumvit by Compass Hospitality (SHA Extra Plus),123,3.5,8.0,"English, Thai",4430,"1 Soi Daeng Udom Sukhumvit 33 Klong Ton Nua Wattana, Sukhumvit, Bangkok, Thailand, 10110",0,0,0,1,1,1,1,1,1,0,1,1,0,0,16.0,7.9,7.5,8.7,7.8,8.2,Bangkok
Hope Land Hotel Sukhumvit 8 (SHA Extra Plus),116,4.5,8.1,"English, Thai",4628,"34 Sukhumvit 8, Sukhumvit Road, Klong Toey, Klong Toey, Bangkok 10110, Sukhumvit, Bangkok, Thailand, 10110",0,0,0,1,0,1,0,1,1,0,0,0,0,0,37.0,8.3,7.8,8.4,8.0,8.3,Bangkok
Hop Inn Rangsit,53,2.0,8.9,"English, Thai",1270,"92/2 Phahonyothin Rd.,Prachathipat Subdistrict, Thanyaburi District, Rangsit, Bangkok, Thailand, 12130",1,0,0,0,0,1,0,1,0,0,0,1,0,0,3.0,9.2,8.4,9.4,9.0,8.9,Bangkok
"Valia Hotel Bangkok, Sukhumvit 24",301,5.0,8.6,"English, Thai",1062,"95, 370 Sukhumvit Soi 24, Bangkok 10110 , Sukhumvit, Bangkok, Thailand, 10110",0,1,0,1,0,1,1,1,1,1,1,1,1,0,10.0,8.7,8.4,7.8,8.7,8.5,Bangkok
Shanghai Mansion Bangkok (SHA Plus+),66,4.0,8.5,"English, Thai",5651,"479-481 Yaowaraj Road, Samphantawong, China Town, Bangkok, Thailand, 10110",0,0,0,1,1,1,0,1,0,1,1,1,0,0,8.0,8.8,8.3,8.7,8.6,8.8,Bangkok
HOMM Sukhumvit34 Bangkok - a brand of Banyan Tree Group,210,4.0,7.9,"English, Chinese [Mandarin], German, Japanese, Thai",444,"40 Soi Sukhumvit 34, Sukhumvit, Bangkok, Thailand, 10110",1,0,0,1,1,1,1,1,1,1,1,1,0,1,41.0,9.0,8.2,7.6,8.1,8.3,Bangkok
Four Points by Sheraton Bangkok Sukhumvit 15,355,4.0,8.6,"English, Chinese [Mandarin], Thai",2246,"4 Sukhumvit Soi 15, Sukhumvit, Bangkok, Thailand, 10110",0,0,0,1,1,1,1,1,1,1,1,1,1,0,8.0,8.9,8.3,9.0,8.8,8.8,Bangkok
Admiral Premier Bangkok (SHA Plus+),598,4.0,8.1,"English, Thai",4717,"138 Sukhumvit Soi 23 , Sukhumvit, Bangkok, Thailand, 10110",0,0,0,1,1,1,0,1,1,0,1,1,1,0,49.0,8.4,7.9,8.0,8.3,8.5,Bangkok
Riva Surya Bangkok Hotel (SHA Plus+),299,4.5,8.9,"English, Chinese [Mandarin], Thai",3076,"23 Phra Arthit Road, Pranakorn, Bangkok Riverside, Bangkok, Thailand, 10200",1,0,0,0,0,1,0,1,0,1,1,1,0,0,17.0,9.3,8.9,9.2,8.9,9.3,Bangkok
Legacy Suites Hotel Sukhumvit (SHA Extra Plus),209,4.0,8.5,"English, Thai",4652,"12 Sukhumvit Soi 29, Sukhumvit, Bangkok, Thailand, 10110",0,0,0,1,1,1,0,1,0,0,1,1,0,0,13.0,8.8,8.2,8.1,8.6,8.8,Bangkok
Stay Hotel BKK (SHA Plus+),114,3.5,8.5,"English, Chinese [Mandarin], Japanese, Thai",3506,"45 Ratchadapisek 17, Dindaeng, Bangkok Thailand, Ratchada, Bangkok, Thailand, 10400",0,0,0,1,1,1,0,1,0,1,1,1,0,0,13.0,8.9,8.3,8.0,8.9,8.8,Bangkok
Aspira 12th Avenue,176,4.5,8.3,"English, Thai",6232,"22 Sukhumvit Soi 12, Klongtoey, Sukhumvit, Bangkok, Thailand, 10110",0,0,1,0,0,1,0,1,1,0,1,1,0,0,13.0,8.5,8.2,7.9,8.6,8.6,Bangkok
Grand Pinnacle Hotel,114,3.0,7.3,"English, Thai",2036,"1666/1 Ladkrabang Soi 11/5, Suvarnabhumi Airport, Bangkok, Thailand, 10520",0,0,0,0,0,0,0,1,0,0,0,1,1,0,7.0,7.1,6.6,7.6,7.3,7.5,Bangkok
FuramaXclusive Asoke Hotel Bangkok (SHA Extra Plus),161,4.0,8.1,"English, Thai",11433,"133/2 Sukhumvit 21 Road Klongtoey Nua Wattana, Sukhumvit, Bangkok, Thailand, 10110",0,0,1,1,0,1,0,1,0,1,1,1,0,0,21.0,8.1,7.4,8.7,8.2,8.4,Bangkok
SO/ BANGKOK,613,5.0,8.8,"English, Chinese [Mandarin], French, German, Italian, Japanese, Korean, Spanish, Thai",2705,"2 North Sathorn Road, Sathorn, Bangkok, Thailand, 10500",1,0,0,1,1,1,1,1,0,1,1,1,0,0,4.0,9.0,9.0,8.5,9.0,9.1,Bangkok
Suvarnabhumi Suite (SHA Plus+),109,4.0,7.7,"English, Thai",6634,"1675/1 Latkrabang Road, Soi Latkrabang 11/13, Suvarnabhumi Airport, Suvarnabhumi Airport, Bangkok, Thailand, 10520",0,0,0,0,1,1,0,1,1,1,1,1,0,0,6.0,7.9,7.5,7.9,7.5,8.0,Bangkok
Metropole Bangkok (SHA Plus+),158,5.0,8.0,"English, Thai",2199,"Thonglor / New Petchaburi Road, 2802, Bangkapi, Huaykwang,, Sukhumvit, Bangkok, Thailand, 10310",0,0,0,1,1,1,0,1,0,1,1,1,0,0,13.0,8.5,7.9,7.2,8.5,8.3,Bangkok
Centre Point Pratunam Hotel (SHA Extra Plus),265,4.5,8.3,"English, Thai",16318,"6 Soi 15 Petchburi Road, Rajthevee, Pratunam, Bangkok, Thailand",0,0,0,0,1,1,0,1,0,0,1,1,0,1,29.0,8.4,8.1,8.9,8.3,8.5,Bangkok
The Sukhothai Bangkok (SHA Plus+),649,5.0,8.9,"English, Chinese [Mandarin], Japanese, Thai",2984,"13/3 South Sathorn Road, Sathorn, Bangkok, Thailand, 10120",1,0,0,1,0,1,1,1,0,1,1,1,0,0,4.0,9.3,9.0,8.3,9.3,9.2,Bangkok
Solaria Nishitetsu Hotel Bangkok (SHA Extra Plus),410,4.0,9.1,"English, Chinese [Mandarin], Japanese, Thai",1644,"1 Sukhumvit 14, Sukhumvit Road., Sukhumvit, Bangkok, Thailand, 10110",1,0,0,0,0,1,1,1,1,1,0,1,0,0,54.0,9.5,8.9,9.7,9.5,9.1,Bangkok
Hua Chang Heritage Hotel (SHA Plus+),347,5.0,8.6,"English, Thai",4842,"400 Phayathai Road, Pathumwan, Bangkok, Siam, Bangkok, Thailand, 10330",0,0,0,1,1,1,0,1,1,1,1,1,0,0,8.0,8.9,8.0,8.8,9.1,8.7,Bangkok
La Petite Salil Sukhumvit Thonglor 1 (SHA Extra Plus),123,4.0,7.8,"English, Japanese, Thai",4252,"44/14-17, Sukhumvit 53 (Paidee-Madee), Sukhumvit Road, Klongton Nua, Wattana , Sukhumvit, Bangkok, Thailand, 10110",0,0,0,1,1,1,0,1,1,0,0,1,0,0,22.0,8.0,7.3,8.0,7.6,8.0,Bangkok
COZ Ratchathewi,35,3.0,9.0,"English, Thai",469,"141/4, 147 Petchburi Road, Thung Phayathai Sub District, Ratchathewi District, Siam, Bangkok, Thailand, 10400",1,0,0,0,0,1,0,1,0,0,1,1,0,0,7.0,9.2,8.8,9.0,9.2,9.3,Bangkok
Syama Nana,119,3.0,8.2,"English, Thai",541,"115 Sukhumvit Road, Sukhumvit, Bangkok, Thailand, 10110",0,0,0,1,0,1,0,1,0,1,1,1,0,0,10.0,8.4,7.3,9.1,8.4,8.2,Bangkok
MUU Bangkok Hotel,408,5.0,8.8,"English, Chinese [Mandarin], Japanese, Thai",1428,"88/333 Sukhumvit 55, Klongton Nua, Wattana, Sukhumvit, Bangkok, Thailand, 10110",1,0,0,1,0,1,1,1,1,1,1,1,0,0,18.0,9.0,8.6,8.9,9.0,8.7,Bangkok
Top High Airport Link Hotel (SHA Plus+),90,3.0,8.1,"English, Burmese, Filipino, Hindi, Khmer, Thai",4491,"33/3Petchaburi 13, Petchaburi Rd., Phayathai, Rajchathevee, Bangkok, Pratunam, Bangkok, Thailand, 10400",0,0,0,0,0,1,0,1,1,0,1,1,0,0,9.0,8.4,7.7,7.9,8.4,8.1,Bangkok
Jasmine Grande Residence (SHA Plus+),156,5.0,8.1,"English, Chinese [Mandarin], Thai",3298,"4338 Rama IV Road, Phrakhanong, Klongtoey,, Sukhumvit, Bangkok, Thailand, 10110",0,0,0,0,1,1,0,1,0,0,0,1,1,1,11.0,8.5,8.1,7.3,8.2,8.3,Bangkok
LUXX Langsuan Hotel (SHA Plus+),221,4.0,8.0,"English, Thai",2799,"82/8 Langsuan Lumpini Pathumwan Bangkok, Siam, Bangkok, Thailand, 10330",0,0,0,0,1,1,0,1,1,0,0,1,0,0,12.0,8.1,7.6,8.1,8.0,8.3,Bangkok
DoubleTree by Hilton Sukhumvit Bangkok (SHA Plus+),322,4.5,8.4,"English, Chinese [Mandarin], French, Japanese, Thai",1695,"18/1 Soi Sukhumvit26, Sukhumvit Road, Khlong Ton, Khlong Toei, Sukhumvit, Bangkok, Thailand, 10110",0,0,0,1,1,1,1,1,1,1,1,1,1,0,6.0,8.8,8.3,8.7,8.5,8.7,Bangkok
Casa Nithra Bangkok (SHA Extra Plus),160,4.0,8.3,"English, Thai",3720,"176 Soi Samsen 8/1 Samsen Road, Pranakon, Khaosan, Bangkok, Thailand, 10200",0,0,0,0,1,1,1,1,1,1,1,1,1,0,5.0,8.8,8.0,8.1,9.0,8.6,Bangkok
Chillax Resort (SHA Extra Plus),169,4.0,8.5,"English, Thai",2751,"274 Samsen Soi 2 Phra Nakhon, Khaosan, Bangkok, Thailand, 10200",0,0,0,0,1,1,0,1,1,1,1,1,0,0,7.0,8.7,8.4,8.7,8.8,8.6,Bangkok
GLOW Sukhumvit 71,128,4.0,8.4,"English, Thai",1625,"1015/29 Sukhumvit 71 Rd, Khlong Tan Nuea, Watthana, Sukhumvit, Bangkok, Thailand, 10110",1,1,0,1,0,1,0,1,1,0,0,1,1,0,66.0,9.1,8.5,7.9,8.7,8.8,Bangkok
CASA VIMAYA RIVERSIDE (SHA Extra Plus),203,4.0,8.4,"English, Thai",3188,"229 Phra-sumen Road., Tarad yod Phra Nakorn, Khaosan, Bangkok, Thailand, 10200",0,0,1,1,1,1,0,1,1,0,1,1,0,0,12.0,8.9,8.0,8.8,8.6,8.2,Bangkok
Dang Derm in the Park Khaosan,87,3.0,7.8,"English, Chinese [Mandarin], Thai",788,"68-70 (Building 4-5) Khaosan Road Phranakorn, Khaosan, Bangkok, Thailand, 10200",0,0,0,0,0,1,0,1,1,1,0,1,0,0,3.0,7.6,7.4,8.7,7.7,7.9,Bangkok
FX HOTEL METROLINK MAKKASAN (SHA Plus+),115,3.5,8.1,"English, Thai",9665,"57 Asoke-Dindaeng Road Makkasan (Airport Link), Sukhumvit, Bangkok, Thailand, 10310",0,0,0,0,1,1,0,1,0,1,1,1,1,0,21.0,8.1,7.5,8.7,8.0,8.4,Bangkok
Centre Point Silom River View Hotel (SHA Plus+),79,4.0,8.7,"English, Thai",15833,"1522/2 Soi Charoenkrung 50, Silom, Bangkok Riverside, Bangkok, Thailand, 10500",0,0,0,1,1,1,0,1,0,0,1,1,0,1,43.0,8.8,8.5,9.0,8.8,8.9,Bangkok
W 21 HOTEL Bangkok (SHA Extra plus),85,3.0,7.6,"English, Thai",6370,"4/56 Asoke Road (Sukhumvit 21) Khlongtoei Nue,Wattana District, Bangkok, Sukhumvit, Bangkok, Thailand, 10110",0,0,1,1,0,1,0,1,0,0,0,1,0,0,17.0,7.4,6.5,9.0,7.7,7.9,Bangkok
Amora NeoLuxe Suites (SHA Plus),128,4.0,8.1,"English, Japanese, Thai",6905,"6 Sukhumvit Soi 31 Sukhumvit Road KlongToey Nua Wattana Bangkok, Sukhumvit, Bangkok, Thailand, 10110",0,0,0,1,0,1,0,1,0,1,1,1,1,0,8.0,8.1,7.7,8.3,7.9,8.1,Bangkok
The Quarter Onnut by UHG,120,4.0,8.5,"English, Thai",1817,"Sukhumvit 58 Alley, Sukhumvit, Bangkok, Thailand, 10260",0,0,0,1,0,1,0,1,1,0,0,1,0,0,19.0,8.9,8.6,8.2,8.9,8.7,Bangkok
Bizotel Bangkok,71,3.0,10.0,"English, Chinese [Mandarin], Thai",2622,"104/40 Rangnam Rd., Phayatai, Ratchathewi, Pratunam, Bangkok, Thailand, 10400",1,0,0,0,0,1,1,1,0,1,1,1,0,0,13.0,9.2,8.6,8.8,8.6,9.3,Bangkok
"Sindhorn Midtown Hotel Bangkok, Vignette Collection - an IHG Hotel",439,5.0,9.1,"English, Chinese [Mandarin], Thai",1510,"68 Soi Langsuan, Lumpini, Pathumwan, Siam, Bangkok, Thailand, 10330",1,0,0,1,0,1,1,1,1,1,1,1,0,1,22.0,9.5,9.2,9.2,9.4,9.1,Bangkok
Hotel Tranz (SHA Plus+),247,4.0,8.8,"English, Thai",3598,"53 Phayathai Rd, Khwaeng Thanon Phayathai,Ratchathewi bkk 10400, Pratunam, Bangkok, Thailand, 10400",1,0,0,1,0,1,0,1,0,0,1,1,0,0,18.0,9.0,8.1,9.5,9.0,8.8,Bangkok
Centre Point Sukhumvit - Thong Lo Hotel,260,4.0,8.4,"English, Chinese [Mandarin], Japanese, Thai",3410,"304 Soi Sukhumvit 55 (Thong Lo 8), Sukhumvit Rd., North Klongton , Sukhumvit, Bangkok, Thailand, 10110",0,0,0,1,1,1,0,1,0,0,1,1,0,1,12.0,8.7,8.4,8.6,8.5,8.7,Bangkok
Centara Watergate Pavillion Hotel Bangkok (SHA Plus+),310,4.0,8.5,"English, Chinese [Mandarin], Thai",11923,"567 Ratchaprarop Road Makkasan, Pratunam, Bangkok, Thailand, 10400",0,0,0,0,1,1,0,1,0,1,1,1,0,0,20.0,8.9,8.2,8.6,8.8,8.8,Bangkok
Banyan Tree Bangkok,531,5.0,8.6,"English, Chinese [Cantonese], Chinese [Mandarin], French, Japanese, Korean, Thai",7268,"21/100 South Sathon Road, Sathorn, Bangkok, Thailand, 10120",1,0,0,0,1,1,1,1,0,1,1,1,0,0,38.0,9.1,8.8,8.0,9.0,9.1,Bangkok
Siam Mandarina Hotel - Suvarnabhumi Airport,154,5.0,8.4,"English, Thai",116,"99 Moo.6 Kingkaew Road, Ratchateva, Bangplee, Suvarnabhumi Airport, Bangkok, Thailand, 10540",0,0,0,0,1,1,0,1,0,1,1,1,1,0,17.0,8.3,7.9,8.0,8.3,8.6,Bangkok
THA City Loft Hotel by TH District,120,3.0,8.2,"English, Thai",3181,"Ekamai Soi 6, Sukhumwit63, Phra Kanong Nua, Wattana, Sukhumvit, Bangkok, Thailand, 10110",0,0,0,0,0,1,0,1,0,1,1,1,0,0,11.0,8.6,7.5,8.1,8.6,8.3,Bangkok
Hotel Amber Sukhumvit 85 (SHA Extra Plus),93,3.5,7.8,"English, Thai",13541,"8, Sukhumvit soi 85, Bangchak, Phrakhanong, Sukhumvit, Bangkok, Thailand, 10260",0,0,0,1,1,1,0,1,0,1,1,1,0,0,29.0,8.1,7.6,7.6,8.2,7.8,Bangkok
Aloft Bangkok Sukhumvit 11,333,4.0,8.4,"English, Filipino, Thai",3102,"35 Sukhumvit Soi 11, Sukhumvit Road, Klongton-Nua, Wattana, Thailand, Sukhumvit, Bangkok, Thailand, 10110",0,0,0,1,1,1,1,1,1,1,1,1,1,0,9.0,8.8,8.3,8.7,8.6,8.6,Bangkok
Varinda Hostel,124,2.0,8.0,"English, Thai",807,"124 Soi Yekpaisinghtoh,Klong Toey, Sukhumvit, Bangkok, Thailand, 10110",0,0,0,1,0,1,0,1,0,0,0,1,0,0,6.0,8.3,7.6,8.1,7.7,8.0,Bangkok
Indra Regent Hotel (SHA Plus+),178,4.0,7.3,"English, Thai",8038,"120/126 Ratchaprarop Road, Pratunam, Bangkok, Thailand, 10400",0,0,0,1,1,0,0,1,1,0,1,1,0,0,16.0,7.3,6.6,8.5,7.4,7.2,Bangkok
Avani Sukhumvit Bangkok Hotel (SHA Extra Plus),296,5.0,8.9,"English, Chinese [Mandarin], Thai",4000,"2089 Sukhumvit Road, Phra Khnong nuea, Wattana, Sukhumvit, Bangkok, Thailand, 10260",1,0,0,1,0,1,1,1,0,1,1,1,0,0,49.0,9.2,8.8,9.2,9.1,9.0,Bangkok
Grand Alpine Hotel,45,3.0,6.8,"English, Thai",2721,"88/10-14 Phetchaburi Rd. Phayathai Ratchathewi, Pratunam, Bangkok, Thailand, 10400",0,0,0,1,1,1,0,1,0,0,1,1,0,0,30.0,6.6,6.0,7.3,7.2,7.1,Bangkok
Mii Hotel,116,4.0,8.3,"English, Thai",2588,"3 Srinakarin Road Soi Suphaphong 3, Yaek 5-2 Nong bon, Pravet Bangkok, Bang Na, Bangkok, Thailand, 10250",0,0,0,1,1,1,0,1,0,1,1,1,0,0,37.0,8.8,8.1,7.9,8.5,8.7,Bangkok
D&D Inn Khaosan,55,3.0,7.2,"English, Chinese [Mandarin], Thai",8329,"68-70 Khaosan Road, Pranakorn, Khaosan, Bangkok, Thailand, 10200",0,0,1,0,0,1,0,1,1,1,0,1,0,0,41.0,6.8,7.0,8.4,6.5,7.0,Bangkok
FuramaXclusive Sathorn Hotel Bangkok (SHA Extra Plus),135,4.0,8.0,"English, Thai",8731,"59 Silom Soi 3 (Piphat 2), Silom Road, Sathorn, Bangkok, Thailand, 10500",0,0,0,1,1,1,1,1,0,0,1,1,0,0,28.0,8.0,7.6,8.4,8.0,8.1,Bangkok
Jasmine 59 Hotel Bangkok (SHA Plus+),234,5.0,8.8,"English, Thai",3365,"9 Sukhumvit 59, Sukhumvit Road (Boonchana), Klongtan-Nua, Wattana, Bangkok, Sukhumvit, Bangkok, Thailand, 10110",1,0,0,1,0,1,0,1,0,1,1,1,0,0,27.0,9.2,8.9,8.4,9.1,9.0,Bangkok
Conrad Bangkok (SHA Extra plus),483,5.0,8.8,"English, Chinese [Mandarin], French, Japanese, Korean, Thai",1682,"All Seasons Place 87/3 Wireless Rd., Sukhumvit, Bangkok, Thailand, 10330",1,0,0,1,1,1,1,1,0,1,1,1,0,0,10.0,9.2,8.9,8.6,9.2,9.0,Bangkok
Chillax Heritage,169,3.5,8.7,"English, Thai",2782,"10 Phra Arthit Road, Khaosan Area, Phra Nakhon, Khaosan Area, Bangkok Riverside, Bangkok, Thailand, 10200",0,0,1,1,1,1,0,1,1,0,0,1,0,0,4.0,8.9,8.3,8.8,8.9,8.4,Bangkok
Bliston Suwan Parkview Hotel (SHA Extra Plus),75,4.0,8.4,"English, Japanese, Thai",2505,"9 Soi Tonson, Ploenchit Road, Lumpini , Siam, Bangkok, Thailand, 10330",0,0,0,1,1,1,1,1,1,1,1,1,0,0,3.0,8.6,8.1,8.8,8.6,8.5,Bangkok
Trinity Silom Hotel (SHA Plus+),125,4.0,8.1,"English, Thai",11284,"150 Soi Phiphat 2 (Silom Soi.3 or Naratiwas Soi.3), Silom Rd., Bangrak, Silom, Bangkok, Thailand, 10500",0,0,1,1,0,1,0,1,1,0,1,1,0,0,38.0,8.1,7.4,8.6,8.2,8.3,Bangkok
Swissotel Bangkok Ratchada,232,5.0,8.5,"English, Thai",6479,"204 Ratchadapisek Road Huaykwang, Ratchada, Bangkok, Thailand, 10320",0,0,0,0,1,1,1,1,0,1,1,1,0,0,16.0,8.6,8.5,8.5,8.3,8.6,Bangkok
At Residence Suvarnabhumi (SHA Plus+),118,3.0,8.8,"English, Chinese [Mandarin], Thai",8304,"458/4-8, Soi Lad Krabung 24/1, Lad Krabung Road, Lad Krabang District, Suvarnabhumi Airport, Bangkok, Thailand, 10520",1,0,0,1,1,1,0,1,0,1,1,1,1,1,17.0,9.0,8.5,8.7,8.7,9.2,Bangkok
GLOW Sukhumvit 5,160,4.0,7.8,"English, Arabic, Thai",1400,"24 Sukhumvit Soi 5 Sukhumvit Rd, Khlong Toei Nuea, Watthana, Bangkok 10110, Sukhumvit, Bangkok, Thailand, 10110",0,0,0,1,1,1,0,1,1,1,1,1,1,0,7.0,7.8,7.1,7.8,7.9,7.3,Bangkok
Jasmine City Hotel Bangkok (SHA Plus+),299,4.5,8.2,"English, Japanese, Thai",9417,"2 Soi Prasarnmitr (sukhumvit Soi 23), Sukhumvit Rd., Klongtoey-nua, Wattana, Sukhumvit, Bangkok, Thailand, 10110",0,0,0,1,1,1,1,1,1,1,1,1,0,0,26.0,8.2,7.9,9.1,8.0,8.2,Bangkok
Gardina Asoke Hotel & Residence (SHA Certified),219,4.0,9.0,"English, Thai",1353,"51 Soi Sukhumvit 16 (Sammitr) , Sukhumvit Road, Khwaeng Khlong Toei, Khet Khlong Toei, Bangkok, Sukhumvit, Bangkok, Thailand, 10110",1,0,0,1,0,1,0,1,1,1,1,1,0,0,22.0,9.5,9.0,8.5,9.4,9.3,Bangkok
Rambuttri Village Hotel,80,2.5,7.6,"English, Thai",25454,"95 Soi Ram Butri, Khaosan, Bangkok, Thailand, 10200",0,0,0,1,0,1,0,1,1,0,1,1,1,0,25.0,7.4,7.2,8.9,6.7,7.1,Bangkok
Majestic Suites Hotel,156,3.0,8.2,"English, Thai",7271,"110-110/1 Sukhumvit Road Soi 4-6, South Nana, Sukhumvit, Bangkok, Thailand, 10110",0,0,0,1,1,1,0,1,0,1,1,1,0,0,5.0,8.2,7.4,9.1,8.2,8.4,Bangkok
Thaisun Bangkok Hotel,120,4.0,8.6,"English, Thai",376,"1108/51 Thaisun Hotel, Sukhumvit 46/1 Sukhumvit Road, Phra Kanong, Sukhumvit, Bangkok, Thailand, 10110",0,0,0,1,0,1,0,1,1,0,0,1,0,0,24.0,8.9,8.2,8.8,8.9,8.9,Bangkok
LITA Bangkok,38,2.5,9.0,"English, Burmese, Thai",723,"306/6 Kiattichai Alley, Asok-Din Daeng Road,, Ratchada, Bangkok, Thailand, 10400",1,0,0,0,0,0,0,1,0,0,1,1,0,0,9.0,9.3,8.7,9.0,9.3,9.2,Bangkok
Baiyoke Suite Hotel (SHA Extra Plus),159,3.0,7.0,"English, Thai",10215,"130 Rajprarop Rd, Rajthevee, Pratunam, Bangkok, Thailand, 10400",0,0,0,0,1,1,0,1,1,1,1,1,0,0,29.0,6.3,6.4,8.4,6.7,6.7,Bangkok
Holiday Inn Bangkok Sukhumvit (SHA Plus+),295,4.0,8.3,"English, Chinese [Cantonese], Chinese [Mandarin], Filipino, French, German, Hindi, Italian, Japanese, Nepali, Thai",2866,"1 Sukhumvit 22, Klongton, Klongtoey, Sukhumvit, Bangkok, Thailand, 10110",0,0,0,1,1,1,0,1,0,1,1,1,1,0,16.0,8.6,8.2,8.6,8.3,8.6,Bangkok
The Key Bangkok,133,3.5,7.9,"English, Thai",5705,"19-19/1-3 Sukhumvit soi 19, Suk Rd., Sukhumvit, Bangkok, Thailand, 10110",0,0,0,1,1,1,0,1,0,0,1,1,0,0,10.0,8.0,7.2,9.0,7.8,8.0,Bangkok
On 8 Sukhumvit Nana Bangkok by Compass Hospitality,125,3.0,8.1,"English, Thai",2572,"160/1-162 Sukhumvit Soi 8, Sukhumvit, Bangkok, Thailand, 10110",0,0,0,1,1,1,0,1,0,0,1,1,0,0,8.0,8.4,7.1,9.1,8.4,8.1,Bangkok
